groups,title,xmlUrl,htmlUrl,description
"all,twitters",Demis Hassabis(@demishassabis),https://api.xgo.ing/rss/user/4a884d5e2f3740c5a26c9c093de6388a,,
"all,twitters",Dia(@diabrowser),https://api.xgo.ing/rss/user/6384ee3c656c48fea5e8b3cdacece4d0,,
"all,twitters",Dify(@dify_ai),https://api.xgo.ing/rss/user/0be252fedbe84ad7bea21be44b18da89,,
"all,twitters",ElevenLabs(@elevenlabsio),https://api.xgo.ing/rss/user/1897eed387064dfab443764d6da50bc6,,
"all,twitters",elvis(@omarsar0),https://api.xgo.ing/rss/user/931d6e88e067496cac6bf23f69d60f33,,
"all,twitters",Eric Jing(@ericjing_ai),https://api.xgo.ing/rss/user/ddfdcdd4e390495c942f0b5da62af0fb,,
"all,twitters",eric zakariasson(@ericzakariasson),https://api.xgo.ing/rss/user/65f321be670b4ffba7f40d0afd38c94d,,
"all,twitters",Fei-Fei Li(@drfeifei),https://api.xgo.ing/rss/user/a4bfe44bfc0d4c949da21ebd3f5f42a5,,
"all,twitters",Fellou(@FellouAI),https://api.xgo.ing/rss/user/326763c2f6154826babcfd71c5ab0f70,,
"all,twitters",Figma(@figma),https://api.xgo.ing/rss/user/f8a106a09a7d404fb8de7eb0c5ddd2a2,,
"all,twitters",Firecrawl(@firecrawl_dev),https://api.xgo.ing/rss/user/c04abb206bbf4f91b22795024d6c0614,,
"all,twitters",Fireworks AI(@FireworksAI_HQ),https://api.xgo.ing/rss/user/9f35c76341554bd78c2b9e63dc4fa5d8,,
"all,twitters",Fish Audio(@FishAudio),https://api.xgo.ing/rss/user/4900b3dcd592424687582ff9e0f148ea,,
"all,twitters",FlowiseAI(@FlowiseAI),https://api.xgo.ing/rss/user/be74da51698d4cefb12b39830d6cd201,,
"all,twitters",Gary Marcus(@GaryMarcus),https://api.xgo.ing/rss/user/35a38c5646d946fb894d8c30c1d9629e,,
"all,twitters",Geek(@geekbb),https://api.xgo.ing/rss/user/9cb3b60e689e4445a7fbdfd0be144126,,
"all,twitters",Genspark(@genspark_ai),https://api.xgo.ing/rss/user/71ffd342cb5d478185ef7d55bdfca011,,
"all,twitters",Geoffrey Hinton(@geoffreyhinton),https://api.xgo.ing/rss/user/cb6169815e2e447e8e6148a4af3f9686,,
"all,twitters",GitHub(@github),https://api.xgo.ing/rss/user/fa5b15f68a2e4df1ab301e26a4ab9190,,
"all,twitters",Google AI Developers(@googleaidevs),https://api.xgo.ing/rss/user/69d925d4a8d44221b03eecbe07bd0f74,,
"all,twitters",Google AI(@GoogleAI),https://api.xgo.ing/rss/user/4de0bd2d5cef4333a0260dc8157054a7,,
"all,twitters",Google DeepMind(@GoogleDeepMind),https://api.xgo.ing/rss/user/a99538443a484fcc846bdcc8f50745ec,,
"all,twitters",Google Gemini App(@GeminiApp),https://api.xgo.ing/rss/user/6fb337feeec44ca38b79491b971d868d,,
"all,twitters",Greg Brockman(@gdb),https://api.xgo.ing/rss/user/af19d054e26a49129f23abfa82d9e268,,
"all,twitters",Groq Inc(@GroqInc),https://api.xgo.ing/rss/user/771b32075fe54a83bdb6966de9647b4f,,
"all,twitters",Guillermo Rauch(@rauchg),https://api.xgo.ing/rss/user/e8750659b8154dbfa0489f451e044af1,,
"all,twitters",Hailuo AI (MiniMax)(@Hailuo_AI),https://api.xgo.ing/rss/user/e65b5e59fcb544918c1ba17f5758f0f8,,
"all,twitters",Harrison Chase(@hwchase17),https://api.xgo.ing/rss/user/f299207df53745bca04a03db8d11c5aa,,
"all,twitters",HeyGen(@HeyGen_Official),https://api.xgo.ing/rss/user/a9aff6b016c143ed8728dd86eb70d7db,,
"all,twitters",hidecloud(@hidecloud),https://api.xgo.ing/rss/user/23d41992b29340788aa3d09d8364c5f5,,
"all,twitters",Hugging Face(@huggingface),https://api.xgo.ing/rss/user/fc16750ce50741f1b1f05ea1fb29436f,,
"all,twitters",Hunyuan(@TXhunyuan),https://api.xgo.ing/rss/user/6e8e7b42cb434818810f87bcf77d86fb,,
"all,twitters",Ian Goodfellow(@goodfellow_ian),https://api.xgo.ing/rss/user/57831559d22440debbfb2f2528e4ba84,,
"all,twitters",Ideogram(@ideogram_ai),https://api.xgo.ing/rss/user/a719880fe66e4156a111187f50dae91b,,
"all,twitters",idoubi(@idoubicc),https://api.xgo.ing/rss/user/3d72acd51d21414ea39871fc01982a65,,
"all,twitters",Jan Leike(@janleike),https://api.xgo.ing/rss/user/dceb5cd131b34c72a8376cba8ea5d864,,
"all,twitters",Jeff Dean(@JeffDean),https://api.xgo.ing/rss/user/b1013166769c49f8aa3fbdc222867054,,
"all,twitters",Jerry Liu(@jerryjliu0),https://api.xgo.ing/rss/user/b3d904c0d7c446558ef3a1e7f2eb362b,,
"all,twitters",Jim Fan(@DrJimFan),https://api.xgo.ing/rss/user/c6cfe7c0d6b74849997073233fdea840,,
"all,twitters",Jina AI(@JinaAI_),https://api.xgo.ing/rss/user/f510f6e7eecf456ca7e2895a46752888,,
"all,twitters",Julien Chaumond(@julien_c),https://api.xgo.ing/rss/user/44d9fa384087448a94d3c8595f8d535e,,
"all,twitters",Junyang Lin(@JustinLin610),https://api.xgo.ing/rss/user/082097117b4543e9a741cd2580f936d3,,
"all,twitters",Justin Welsh(@thejustinwelsh),https://api.xgo.ing/rss/user/58894bf2934a426ca833c682da2bc810,,
"all,twitters",Justine Moore(@venturetwins),https://api.xgo.ing/rss/user/c61046471f174d86bc0eb76cb44a21c3,,
"all,twitters",Kevin Weil 🇺🇸(@kevinweil),https://api.xgo.ing/rss/user/3ca3c7698fd04611a0e7d14fae93c84c,,
"all,twitters",Kling AI(@Kling_ai),https://api.xgo.ing/rss/user/564237c3de274d58a04f064920817888,,
"all,twitters",LangChain(@LangChainAI),https://api.xgo.ing/rss/user/862fee50a745423c87e2633b274caf1d,,
"all,twitters",Latent.Space(@latentspacepod),https://api.xgo.ing/rss/user/a7be8b61a1264ea7984abfaea3eff686,,
"all,twitters",Lenny Rachitsky(@lennysan),https://api.xgo.ing/rss/user/77d5ce4736854b0ebae603e4b54d3095,,
"all,twitters",Lex Fridman(@lexfridman),https://api.xgo.ing/rss/user/adf65931519340f795e2336910b4cd15,,
"all,twitters",Lilian Weng(@lilianweng),https://api.xgo.ing/rss/user/a8f7e2238039461cbc8bf55f5f194498,,
"all,twitters",LlamaIndex 🦙(@llama_index),https://api.xgo.ing/rss/user/67e259bd5be544ce84bbc867eace54c2,,
"all,twitters",lmarena.ai(@lmarena_ai),https://api.xgo.ing/rss/user/f01b088d5a39473e854b07143df77ec5,,
"all,twitters",Logan Kilpatrick(@OfficialLoganK),https://api.xgo.ing/rss/user/4f63d960de644aeebd0aa97e4994dafe,,
"all,twitters",Lovable(@lovable_dev),https://api.xgo.ing/rss/user/639cd13d44284e10ac89fbd1c5399767,,
"all,twitters",LovartAI(@lovart_ai),https://api.xgo.ing/rss/user/db648e4d4eae4822aa0d34f0faef7ad2,,
"all,twitters",ManusAI(@ManusAI_HQ),https://api.xgo.ing/rss/user/320181c4651a41a08015946b55f704ab,,
"all,twitters",Marc Andreessen 🇺🇸(@pmarca),https://api.xgo.ing/rss/user/63316630d94543f5a6480f230f483008,,
"all,twitters",Martin Fowler(@martinfowler),https://api.xgo.ing/rss/user/55d2d3f3eaaf4357b3230e0b01a464d7,,
"all,twitters",mem0(@mem0ai),https://api.xgo.ing/rss/user/94bb691baeff461686326af619beb116,,
"all,twitters",meng shao(@shao__meng),https://api.xgo.ing/rss/user/48aae530e0bf413aa7d44380f418e2e3,,
"all,twitters",Microsoft Research(@MSFTResearch),https://api.xgo.ing/rss/user/61f4b78554fb4b8fa5653ec5d924d15a,,
"all,twitters",Midjourney(@midjourney),https://api.xgo.ing/rss/user/72dd496bfd9d44c5a5761a974630376d,,
"all,twitters",Mike Krieger(@mikeyk),https://api.xgo.ing/rss/user/78d7b99318b04b309b04000f7e24da29,,
"all,twitters",Milvus(@milvusio),https://api.xgo.ing/rss/user/424e67b19eed4500b7a440976bbd2ade,,
"all,twitters",Mistral AI(@MistralAI),https://api.xgo.ing/rss/user/8d2d03aea8af49818096da4ea00409d1,,
"all,twitters",Monica_IM(@hey_im_monica),https://api.xgo.ing/rss/user/5d749cc613ec4069bb2a47334739e1b6,,
"all,twitters",Mustafa Suleyman(@mustafasuleyman),https://api.xgo.ing/rss/user/394acfaff8c44e09936f5bc0b8504f2c,,
"all,twitters",Naval(@naval),https://api.xgo.ing/rss/user/b43bc203409e4c5a9c3ae86fe1ac00c9,,
"all,twitters",Nick St. Pierre(@nickfloats),https://api.xgo.ing/rss/user/6ebdf0d91eef4c149acd0ef110635866,,
"all,twitters",NotebookLM(@NotebookLM),https://api.xgo.ing/rss/user/221a88341acb475db221a12fed8208d0,,
"all,twitters",Notion(@NotionHQ),https://api.xgo.ing/rss/user/f97a26863aec4425b021720d4f8e4ede,,
"all,twitters",NVIDIA AI(@NVIDIAAI),https://api.xgo.ing/rss/user/05f1492e43514dc3862a076d3697c390,,
"all,twitters",ollama(@ollama),https://api.xgo.ing/rss/user/6326c63a2dfa445bbde88bea0c3112c2,,
"all,twitters",OpenAI Developers(@OpenAIDevs),https://api.xgo.ing/rss/user/971dc1fc90da449bac23e5fad8a33d55,,
"all,twitters",OpenAI(@OpenAI),https://api.xgo.ing/rss/user/0c0856a69f9f49cf961018c32a0b0049,,
"all,twitters",OpenRouter(@OpenRouterAI),https://api.xgo.ing/rss/user/e503a90c035c4b1d8f8dd34907d15bf4,,
"all,twitters",orange.ai(@oran_ge),https://api.xgo.ing/rss/user/0277b0bbefd54df7bc6b7880122da8f7,,
"all,twitters",Patrick Loeber(@patloeber),https://api.xgo.ing/rss/user/c65c68f3713747bba863f92d6b5e996f,,
"all,twitters",Paul Couvert(@itsPaulAi),https://api.xgo.ing/rss/user/b9912ac9a29042cf8c834419dc44cb1f,,
"all,twitters",Paul Graham(@paulg),https://api.xgo.ing/rss/user/900549ddadf04e839d3f7a17ebaba3fc,,
"all,twitters",Perplexity(@perplexity_ai),https://api.xgo.ing/rss/user/fdd601ea751949e7bec9e4cdad7c8e6c,,
"all,twitters",Philipp Schmid(@_philschmid),https://api.xgo.ing/rss/user/ce352bbf72e44033985bc756db2ee0e2,,
"all,twitters",Pika(@pika_labs),https://api.xgo.ing/rss/user/3306d8b253ec4e03aca3c2e9967e7119,,
"all,twitters",Poe(@poe_platform),https://api.xgo.ing/rss/user/17687b1051204b2dbaed4ea4c9178f28,,
"all,twitters",Qdrant(@qdrant_engine),https://api.xgo.ing/rss/user/a55f6e33dd224235aabaabaaf9d58a06,,
"all,twitters",Qwen(@Alibaba_Qwen),https://api.xgo.ing/rss/user/80032d016d654eb4afe741ff34b7643d,,
"all,twitters",Ray Dalio(@RayDalio),https://api.xgo.ing/rss/user/4838204097ed422eac24ad48e68dc3ff,,
"all,twitters",Recraft(@recraftai),https://api.xgo.ing/rss/user/acc648327c614d9b985b9fc3d737165b,,
"all,twitters",Replicate(@replicate),https://api.xgo.ing/rss/user/12eba9c3db4940c5ab2a72bd00f9ff2c,,
"all,twitters",Replit ⠕(@Replit),https://api.xgo.ing/rss/user/613f859e4bc440c5a28f40732840f5cf,,
"all,twitters",Richard Socher(@RichardSocher),https://api.xgo.ing/rss/user/4d2d4165a7524217a08d3f57f27fa190,,
"all,twitters",Rowan Cheung(@rowancheung),https://api.xgo.ing/rss/user/a636de3cbda0495daabd15b9fd298614,,
"all,twitters",Runway(@runwayml),https://api.xgo.ing/rss/user/e6bb4f612dd24db5bc1a6811e6dd5820,,
"all,twitters",Sahil Lavingia(@shl),https://api.xgo.ing/rss/user/baad3713defe4182844d2756b4c2c9ed,,
"all,twitters",Sam Altman(@sama),https://api.xgo.ing/rss/user/e30d4cd223f44bed9d404807105c8927,,
"all,twitters",Satya Nadella(@satyanadella),https://api.xgo.ing/rss/user/baa68dbd9a9e461a96fd9b2e3f35dcbf,,
"all,twitters",Scott Wu(@ScottWu46),https://api.xgo.ing/rss/user/5fca8ccd87344d388bc863304ed6fd86,,
"all,twitters",Simon Willison(@simonw),https://api.xgo.ing/rss/user/30ad80be93c84e44acc37d5ddf31db57,,
"all,twitters",Skywork(@Skywork_ai),https://api.xgo.ing/rss/user/6d7d398dd80b48d79669c92745d32cf6,,
"all,twitters",Stanford AI Lab(@StanfordAILab),https://api.xgo.ing/rss/user/d5fc365556e641cba2278f501e8c6f92,,
"all,twitters",Sualeh Asif(@sualehasif996),https://api.xgo.ing/rss/user/fafa6df3c67644b1a367a177240e0173,,
"all,twitters",Suhail(@Suhail),https://api.xgo.ing/rss/user/c961547e08df4396b3ab69367a07a1cd,,
"all,twitters",Sundar Pichai(@sundarpichai),https://api.xgo.ing/rss/user/8324d65a63dc42c584a8c08cc8323c9f,,
"all,twitters",Taranjeet(@taranjeetio),https://api.xgo.ing/rss/user/2de92402f4a24c90bb27e7580b93a878,,
"all,twitters",The Rundown AI(@TheRundownAI),https://api.xgo.ing/rss/user/83b1ea38940b4a1d81ea57d1ffb12ad7,,
"all,twitters",Thomas Wolf(@Thom_Wolf),https://api.xgo.ing/rss/user/4918efb13c47459b8dcaa79cfdf72d09,,
"all,twitters",Tw93(@HiTw93),https://api.xgo.ing/rss/user/665fc88440fd4436acbc2e630d824926,,
"all,twitters",v0(@v0),https://api.xgo.ing/rss/user/dbf37973e6fc4eae91d4be9669a78fc7,,
"all,twitters",Varun Mohan(@_mohansolo),https://api.xgo.ing/rss/user/7794c4268a504019a94af1778857a703,,
"all,twitters",Viking(@vikingmute),https://api.xgo.ing/rss/user/aab44cb2665a49258cd81f63b0b55192,,
"all,twitters",Weaviate • vector database(@weaviate_io),https://api.xgo.ing/rss/user/2f1035ec6b28475987af06b600e1d04c,,
"all,twitters",Windsurf(@windsurf_ai),https://api.xgo.ing/rss/user/4a8273800ed34a069eecdb6c5c1b9ccf,,
"all,twitters",xAI(@xai),https://api.xgo.ing/rss/user/3953aa71e87a422eb9d7bf6ff1c7c43e,,
"all,twitters",Y Combinator(@ycombinator),https://api.xgo.ing/rss/user/b1ab109f6afd42ab8ea32e17a19a3a3e,,
"all,twitters",Yangyi(@Yangyixxxx),https://api.xgo.ing/rss/user/66c40de71a9842fda4853b7d9d1d20da,,
"all,twitters",Yann LeCun(@ylecun),https://api.xgo.ing/rss/user/f5f4f928dede472ea55053672ad27ab6,,
"all,twitters",向阳乔木(@vista8),https://api.xgo.ing/rss/user/9de19c78f7454ad08c956c1a00d237fe,,
"all,twitters",宝玉(@dotey),https://api.xgo.ing/rss/user/97f1484ae48c430fbbf3438099743674,,
"all,twitters",小互(@imxiaohu),https://api.xgo.ing/rss/user/74e542992cf7441390c708f5601071d4,,
"all,twitters",李继刚(@lijigang_com),https://api.xgo.ing/rss/user/ca2fa444b6ea4b8b974fe148056e497a,,
"all,twitters",歸藏(guizang.ai)(@op7418),https://api.xgo.ing/rss/user/831fac36aa0a49a9af79f35dc1c9b5d9,,
"all,videos",a16z,https://www.youtube.com/feeds/videos.xml?channel_id=UC9cn0TuPq4dnbTY-CBsm8XA,,
"all,videos",AI Engineer,https://www.youtube.com/feeds/videos.xml?channel_id=UCLKPca3kwwd-B59HNr-_lvA,,
"all,videos",AI Explained,https://www.youtube.com/feeds/videos.xml?channel_id=UCNJ1Ymd5yFuUPtn21xtRbbw,,
"all,videos",AI Master,https://www.youtube.com/feeds/videos.xml?channel_id=UC0yHbz4OxdQFwmVX2BBQqLg,,
"all,videos",AICodeKing,https://www.youtube.com/feeds/videos.xml?channel_id=UC0m81bQuthaQZmFbXEY9QSw,,
"all,videos",All-In Podcast,https://www.youtube.com/feeds/videos.xml?channel_id=UCESLZhusAkFfsNsApnjF_Cg,,
"all,videos",Andrej Karpathy,https://www.youtube.com/feeds/videos.xml?channel_id=UCXUPKJO5MZQN11PqgIvyuvQ,,
"all,videos",Anthropic,https://www.youtube.com/feeds/videos.xml?channel_id=UCrDwWp7EBBv4NwvScIpBDOA,,
"all,videos",ByteByteGo,https://www.youtube.com/feeds/videos.xml?channel_id=UCZgt6AzoyjslHTC9dz0UoTw,,
"all,videos",Dwarkesh Patel,https://www.youtube.com/feeds/videos.xml?channel_id=UCXl4i9dYBrFOabk0xGmbkRA,,
"all,videos",Fireship,https://www.youtube.com/feeds/videos.xml?channel_id=UCsBjURrPoezykLs9EqgamOA,,
"all,videos",freeCodeCamp.org,https://www.youtube.com/feeds/videos.xml?channel_id=UC8butISFwT-Wl7EV0hUK0BQ,,
"all,videos",Google DeepMind,https://www.youtube.com/feeds/videos.xml?channel_id=UCP7jMXSY2xbc3KCAE0MHQ-A,,
"all,videos",Greg Isenberg,https://www.youtube.com/feeds/videos.xml?channel_id=UCPjNBjflYl0-HQtUvOx0Ibw,,
"all,videos",Hung-yi Lee,https://www.youtube.com/feeds/videos.xml?channel_id=UC2ggjtuuWvxrHHHiaDH1dlQ,,
"all,videos",Jason West,https://www.youtube.com/feeds/videos.xml?channel_id=UCQ-rZd0NpjXYTpB3y5BNxPw,,
"all,videos",LangChain,https://www.youtube.com/feeds/videos.xml?channel_id=UCC-lyoTfSrcJzA1ab3APAgw,,
"all,videos",Last Week in AI,https://www.youtube.com/feeds/videos.xml?channel_id=UCKARTq-t5SPMzwtft8FWwnA,,
"all,videos",leerob,https://www.youtube.com/feeds/videos.xml?channel_id=UCZMli3czZnd1uoc1ShTouQw,,
"all,videos",Lenny's Podcast,https://www.youtube.com/feeds/videos.xml?channel_id=UC6t1O76G0jYXOAoYCm153dA,,
"all,videos",Lex Fridman,https://www.youtube.com/feeds/videos.xml?channel_id=UCSHZKyawb77ixDdsGog4iWA,,
"all,videos",Liam Ottley,https://www.youtube.com/feeds/videos.xml?channel_id=UCui4jxDaMb53Gdh-AZUTPAg,,
"all,videos",Matt Wolfe,https://www.youtube.com/feeds/videos.xml?channel_id=UChpleBmo18P08aKCIgti38g,,
"all,videos",Matthew Berman,https://www.youtube.com/feeds/videos.xml?channel_id=UCawZsQWqfGSbCI5yjkdVkTA,,
"all,videos",My First Million,https://www.youtube.com/feeds/videos.xml?channel_id=UCyaN6mg5u8Cjy2ZI4ikWaug,,
"all,videos",No Priors,https://www.youtube.com/feeds/videos.xml?channel_id=UCSI7h9hydQ40K5MJHnCrQvw,,
"all,videos",OpenAI,https://www.youtube.com/feeds/videos.xml?channel_id=UCXZCJLdBC09xxGZ6gcdrc6A,,
"all,videos",Product School,https://www.youtube.com/feeds/videos.xml?channel_id=UC6hlQ0x6kPbAGjYkoz53cvA,,
"all,videos",Riley Brown,https://www.youtube.com/feeds/videos.xml?channel_id=UCMcoud_ZW7cfxeIugBflSBw,,
"all,videos",Sequoia Capital,https://www.youtube.com/feeds/videos.xml?channel_id=UCWrF0oN6unbXrWsTN7RctTw,,
"all,videos",Siraj Raval,https://www.youtube.com/feeds/videos.xml?channel_id=UCWN3xxRkmTPmbKwht9FuE5A,,
"all,videos",Spring I/O,https://www.youtube.com/feeds/videos.xml?channel_id=UCLMPXsvSrhNPN3i9h-u8PYg,,
"all,videos",Stripe,https://www.youtube.com/feeds/videos.xml?channel_id=UCM1guA1E-RHLO2OyfQPOkEQ,,
"all,videos",TED,https://www.youtube.com/feeds/videos.xml?channel_id=UCAuUUnT6oDeKwE6v1NGQxug,,
"all,videos",The Diary Of A CEO Clips,https://www.youtube.com/feeds/videos.xml?channel_id=UCnjgxChqYYnyoqO4k_Q1d6Q,,
"all,videos",Tina Huang,https://www.youtube.com/feeds/videos.xml?channel_id=UC2UXDak6o7rBm23k3Vv5dww,,
"all,videos",Two Minute Papers,https://www.youtube.com/feeds/videos.xml?channel_id=UCbfYPyITQ-7l4upoX8nvctg,,
"all,videos",Wes Roth,https://www.youtube.com/feeds/videos.xml?channel_id=UCqcbQf6yw5KzRoDDcZ_wBSw,,
"all,videos",Y Combinator,https://www.youtube.com/feeds/videos.xml?channel_id=UCcefcZRL2oaA_uBNeo5UOWg,,
"all,videos",yobi321,https://www.youtube.com/feeds/videos.xml?channel_id=UCB_DbqNN9w30tnyWJSrIwyA,,
